OBJECTID,CODUOME,NIF,NOME,TIPOAGRUPAMENTO,MORADA,LOCALIDADE,CONCELHO,DISTRITO,CODESCOLAMESEDE,CODDSR,CODQZP,GRUPONATUREZAINST,NUM_ESCOLAS,FAX,URL,EMAIL,TELEFONE,x,y
13719,152213,600078558,"Agrupamento de Escolas Leonardo Coimbra - Filho, Porto",Agrupada,"R. Pintor António Cruz/R. de Serralves, 805",PORTO,Porto,Porto,341265,Norte,QZP.09,Publico,3,226182048,,direcao@leonardocoimbra.edu.gov.pt;servicos@leonardocoimbra.edu.gov.pt,226185074;226178285,-43689.2239433344,165492.74973067
13720,152225,600085732,"Agrupamento de Escolas Aurélia de Sousa, Porto",Agrupada,R. Aurélia de Sousa,PORTO,Porto,Porto,400968,Norte,QZP.09,Publico,5,225508135,http://ae-aureliadesousa.com/,direcao@aeasousa.edu.gov.pt;servicos@aeasousa.edu.gov.pt,225021773;225505592,-39160.2591474295,165748.057845506
13721,152237,600084213,"Agrupamento de Escolas António Nobre, Porto",Agrupada,"R. do Aval de Cima, 128 - Paranhos",PORTO,Porto,Porto,404585,Norte,QZP.09,Publico,7,225072979,http://www.ae-anobre.pt/,direcao@aeanobre.edu.gov.pt;servicos@aeanobre.edu.gov.pt,225096771;225097661,-39261.2574587995,166617.872642573
13722,152249,600075214,"Agrupamento de Escolas Dr. Flávio Gonçalves, Póvoa de Varzim",Agrupada,R. Jose Regio,PÓVOA DE VARZIM,Póvoa de Varzim,Porto,341150,Norte,QZP.09,Publico,5,252684336,http://www.aedfg.edu.pt/,direcao@aedfg.edu.gov.pt;servicos@aedfg.edu.gov.pt,252683384,-52485.7375665892,191097.002416946
13723,152250,600075524,"Agrupamento de Escolas Cego do Maio, Póvoa de Varzim",Agrupada,Rua Dr. Belarmino Pereira - Poças da Gândara,PÓVOA DE VARZIM,Póvoa de Varzim,Porto,342610,Norte,QZP.09,Publico,4,252290968,,direcao@cegodomaio.edu.gov.pt;servicos@cegodomaio.edu.gov.pt,252290960;252290961,-51023.07519806,190020.975698896
13724,152262,600078140,"Agrupamento de Escolas de Aver-o-Mar, Póvoa de Varzim",Agrupada,Rua José Moreira Amorim ,PÓVOA DE VARZIM,Póvoa de Varzim,Porto,344023,Norte,QZP.09,Publico,7,252690599,http://joomla.ebaveromar.com/,direcao@averomar.edu.gov.pt;servicos@averomar.edu.gov.pt,252690590;252690592,-53656.3607146659,193739.343808527
13725,152274,600075702,"Agrupamento de Escolas Campo Aberto, Póvoa de Varzim",Agrupada,Praça Margarida,PÓVOA DE VARZIM,Póvoa de Varzim,Porto,344011,Norte,QZP.09,Publico,5,252690499,http://campoaberto.wordpress.com,direcao@aecapv.edu.gov.pt;servicos@aecapv.edu.gov.pt,252690490;252690491,-49575.1757450557,192374.778304415
13726,152286,600075150,"Agrupamento de Escolas de Rates, Póvoa de Varzim",Agrupada,"R. António Joaquim Guimarães, 559",RATES,Póvoa de Varzim,Porto,344035,Norte,QZP.09,Publico,8,252951838,www.aerates.pt,direcao@aerates.edu.gov.pt;servicos@aerates.edu.gov.pt,252951179;252950136,-44199.5526758976,194664.280000493
13727,152298,600075095,"Agrupamento de Escolas D. Dinis, Santo Tirso",Agrupada,R. da Misericórdia,SANTO TIRSO,Santo Tirso,Porto,401237,Norte,QZP.09,Publico,8,252808319,www.aeddinis-st.org,direcao@aeddinis-st.edu.gov.pt;servicos@aeddinis-st.edu.gov.pt,252808310;252808211,-29319.426574608,185919.900253729
13728,152304,600075230,"Agrupamento de Escolas de São Martinho, Santo Tirso",Agrupada,R. da Escola Secundária,SÃO MARTINHO CAMPO,Santo Tirso,Porto,343225,Norte,QZP.09,Publico,6,252840329,,direcao@aesmartinho.edu.gov.pt;servicos@aesmartinho.edu.gov.pt,252840320;252840327,-19718.2172495259,187805.508551099
13729,152316,600085724,Agrupamento de Escolas da Trofa,Agrupada,"R. Dr. António Augusto Pires de Lima, 228 ",TROFA,Trofa,Porto,402930,Norte,QZP.09,Publico,9,252428415,www.aetrofa.com,direcao@aetrofa.edu.gov.pt;servicos@aetrofa.edu.gov.pt,252490410;252416817,-36138.044763164,185094.339372942
13730,152328,600077160,"Agrupamento de Escolas de São Lourenço, Valongo",Agrupada,Rua da Escola da Costa,ERMESINDE,Valongo,Porto,342993,Norte,QZP.09,Publico,6,229737736,http://agrupamentoslourenco.org/w1/,direcao@aeslourenco.edu.gov.pt;servicos@aeslourenco.edu.gov.pt,229712035;229717842,-34697.7756378604,171779.184858902
13731,152330,600077322,"Agrupamento de Escolas de Vallis Longus, Valongo",Agrupada,R. das Pereiras,VALONGO,Valongo,Porto,343997,Norte,QZP.09,Publico,9,224219479,www.avvl.pt,direcao@vallislongus.edu.gov.pt;servicos@vallislongus.edu.gov.pt,224219470;224219477,-30493.8312186689,169276.868612775
13732,152341,600077489,"Agrupamento de Escolas de Campo, Valongo",Agrupada,Tv. do Padre Américo,CAMPO VLG,Valongo,Porto,342452,Norte,QZP.09,Publico,6,224223943,,direcao@aecampo.edu.gov.pt;servicos@aecampo.edu.gov.pt,224219530;224219531,-28643.2368308941,168020.840200536
13733,152353,600085457,Agrupamento de Escolas de Valongo,Agrupada,R. Visconde Oliveira do Paço,VALONGO,Valongo,Porto,403350,Norte,QZP.09,Publico,6,224223601,www.esvalongo.org,direcao@aevalongo.edu.gov.pt;servicos@aevalongo.edu.gov.pt,224221401;224225972,-30352.9047666396,169092.366074652
13734,152365,600084191,"Agrupamento de Escolas de Alfena, Valongo",Agrupada,Rua da Escola Secundária - Apartado 3044,ALFENA,Valongo,Porto,404421,Norte,QZP.09,Publico,6,229670783,http://site.age-alfena.net,direcao@aealfena.edu.gov.pt;servicos@aealfena.edu.gov.pt,229698860;229698862,-32220.5780433125,173796.454420604
13735,152377,600085635,"Agrupamento de Escolas de Ermesinde, Valongo",Agrupada,Praceta D. António Ferreira Gomes,ERMESINDE,Valongo,Porto,403362,Norte,QZP.09,Publico,5,229723040,,direcao@aeermesinde.edu.gov.pt;servicos@aeermesinde.edu.gov.pt,229783710,-34853.8812764492,171929.86163183
13736,152389,600075516,"Agrupamento de Escolas Frei João de Vila do Conde, Vila do Conde",Agrupada,Alameda Afonso Betote,VILA DO CONDE,Vila do Conde,Porto,341605,Norte,QZP.09,Publico,6,252627380,,direcao@aefreijoao.edu.gov.pt;servicos@aefreijoao.edu.gov.pt,252640970,-51586.3103095472,188143.366615635
13737,152390,600077870,"Agrupamento de Escolas D. Afonso Sanches, Vila do Conde",Agrupada,Vila do Conde,VILA DO CONDE,Vila do Conde,Porto,404410,Norte,QZP.09,Publico,7,252640499,http://aedas.edu.pt/,direcao@aedas.edu.gov.pt;servicos@aedas.edu.gov.pt,252640490;252240951,-50067.8180074053,187883.716127427
13738,152419,600076873,"Agrupamento de Escolas da Madalena, Vila Nova de Gaia",Agrupada,Rua Professor Manuel Cardoso Ribeiro,VILA NOVA DE GAIA,Vila Nova de Gaia,Porto,346561,Norte,QZP.09,Publico,5,227129940,,direcao@aemadalena.edu.gov.pt;servicos@aemadalena.edu.gov.pt,227129939;227133722,-42820.4889258974,160570.273275119
13739,152420,600085848,"Agrupamento de Escolas Diogo de Macedo, Vila Nova de Gaia",Agrupada,"Rua da Escola Preparatória, n.º 310",OLIVAL VNG,Vila Nova de Gaia,Porto,401389,Norte,QZP.09,Publico,15,227614265,https://sites.google.com/site/aedmolival/,direcao@aedm.edu.gov.pt;servicos@aedm.edu.gov.pt,227632535;227614741,-32229.1934549569,153804.398822664
13740,152432,600076563,"Agrupamento de Escolas Escultor António Fernandes Sá, Vila Nova de Gaia",Agrupada,R. Escultor Fernandes de Sá-Gervide,VILA NOVA DE GAIA,Vila Nova de Gaia,Porto,341654,Norte,QZP.09,Publico,5,,www.escultorfsa.pt,direcao@escultorfsa.edu.gov.pt;servicos@escultorfsa.edu.gov.pt,223794807;223799276,-38513.5991456491,162248.110250399
13741,152444,600085163,"Agrupamento de Escolas António Sérgio, Vila Nova de Gaia",Agrupada,Avenida Nuno Álvares,VILA NOVA DE GAIA,Vila Nova de Gaia,Porto,400919,Norte,QZP.09,Publico,7,223757058,www.antoniosergio.pt,direcao@aeasergio.edu.gov.pt;servicos@aeasergio.edu.gov.pt,223752199;223710524,-40380.4155737063,161551.945823351
13742,152456,600077098,"Agrupamento de Escolas de Valadares, Vila Nova de Gaia",Agrupada,"R. da Boa Nova, 190",VILA NOVA DE GAIA,Vila Nova de Gaia,Porto,343950,Norte,QZP.09,Publico,11,227169339,www.aevaladares.pt,direcao@aevaladares.edu.gov.pt;servicos@aevaladares.edu.gov.pt,227169330,-41035.7353060397,158584.846670117
13743,152468,600085651,"Agrupamento de Escolas de Carvalhos, Vila Nova de Gaia",Agrupada,Rua do Roseiral,PEDROSO,Vila Nova de Gaia,Porto,401158,Norte,QZP.09,Publico,8,227834919,ww.aecarvalhos.pt,direcao@aecarvalhos.edu.gov.pt;servicos@aecarvalhos.edu.gov.pt,227823077,-37450.303128975,155532.726618115
13744,152470,600077195,"Agrupamento de Escolas Soares dos Reis, Vila Nova de Gaia",Agrupada,R. Conceição Fernandes,VILA NOVA DE GAIA,Vila Nova de Gaia,Porto,343134,Norte,QZP.09,Publico,6,227117443,http://www.agsoaresreis.pt/,direcao@agsoaresreis.edu.gov.pt;servicos@agsoaresreis.edu.gov.pt,227153070,-39110.3401594214,160201.888500938
13745,152481,600077080,"Agrupamento de Escolas de Canelas, Vila Nova de Gaia",Agrupada,"Rua Delfim de Lima, Apartado 512",CANELAS VNG,Vila Nova de Gaia,Porto,310323,Norte,QZP.09,Publico,12,227112748,www.agrupamento-vertical-canelas.edu.pt,direcao@agrcanelas.edu.gov.pt;servicos@agrcanelas.edu.gov.pt,227116852,-39577.8071477803,156543.392262944
13746,152493,600077306,"Agrupamento de Escolas de Vila d’Este, Vila Nova de Gaia",Agrupada,Praceta da Escola,VILA NOVA DE GAIA,Vila Nova de Gaia,Porto,343390,Norte,QZP.09,Publico,4,227860909,http://aeviladeste.com/,direcao@aevila-deste.edu.gov.pt;servicos@aevila-deste.edu.gov.pt,223173652;227835952,-38248.8542936674,158610.852173003
13747,152500,600075923,"Agrupamento de Escolas D. Pedro I, Vila Nova de Gaia",Agrupada,R. Nova do Fojo,VILA NOVA DE GAIA,Vila Nova de Gaia,Porto,343924,Norte,QZP.09,Publico,9,227718169,http://www.dpedro.net/,direcao@dpedro.edu.gov.pt;servicos@dpedro.edu.gov.pt,227718160,-42411.1477908043,162054.435087922
13748,152511,600076490,"Agrupamento de Escolas Dr. Costa Matos, Vila Nova de Gaia",Agrupada,R. José Fontana,VILA NOVA DE GAIA,Vila Nova de Gaia,Porto,343262,Norte,QZP.09,Publico,6,223707962,http://aecostamatos.ccems.pt/,direcao@aecmatos.edu.gov.pt;servicos@aecmatos.edu.gov.pt,223799800;223795676,-40873.5952646302,161681.293221495
13749,150230,600085503,"Agrupamento de Escolas Fernão de Magalhães, Chaves",Agrupada,Largo General Silveira,CHAVES,Chaves,Vila Real,401717,Norte,QZP.12,Publico,3,276340091,http://aefm.pt/www/,direcao@aefmagalhaes.edu.gov.pt;servicos@aefmagalhaes.edu.gov.pt,276340090;276340099,55160.8546581224,230427.223858579
13750,150666,600077632,Agrupamento de Escolas de Vila Pouca de Aguiar - Sul,Agrupada,Avenida Doutor Carlos Alberto de Sousa,VILA POUCA DE AGUIAR,Vila Pouca de Aguiar,Vila Real,343730,Norte,QZP.15,Publico,9,259419489,,direcao@aevpaguiar.edu.gov.pt;servicos@aevpaguiar.edu.gov.pt,259419480;259419481,40627.5050393304,202950.14858838
13751,152766,600084221,"Agrupamento de Escolas Dr. Bento da Cruz, Montalegre",Agrupada,Avenida da Noruega,MONTALEGRE,Montalegre,Vila Real,346780,Norte,QZP.12,Publico,5,276510249,www.aebentodacruz.pt,direcao@aebcruz.edu.gov.pt;servicos@aebcruz.edu.gov.pt,276510240;276510245,29174.5757081061,239869.70511033
13752,152791,600077233,Agrupamento de Escolas de Ribeira de Pena,Agrupada,R. 25 de Abril,RIBEIRA DE PENA,Ribeira de Pena,Vila Real,346068,Norte,QZP.15,Publico,4,259495155,http://avrpena.webnode.pt/,direcao@aerpena.edu.gov.pt;servicos@aerpena.edu.gov.pt,259493283;259493320,28385.2740139072,205782.798598974
13753,152821,600076598,Agrupamento de Escolas de Valpaços,Agrupada,Avenida Estádio da Cruz       Apartado 11,VALPAÇOS,Valpaços,Vila Real,403131,Norte,QZP.13,Publico,7,278711489,http://aevalpacos-public.sharepoint.com/,direcao@aevalpacos.edu.gov.pt;servicos@aevalpacos.edu.gov.pt,278717163,68731.1207654846,216353.921446405
13754,152717,600077969,"Agrupamento de Escolas Gomes Monteiro, Boticas",Agrupada,"Avenida do Eiró, nº15",BOTICAS,Boticas,Vila Real,343780,Norte,QZP.12,Publico,3,276415439,,direcao@aegmonteiro.edu.gov.pt;servicos@aegmonteiro.edu.gov.pt,276415245;276413354,38868.7383710008,224632.36616895
13755,152729,600085520,"Agrupamento de Escolas Dr. Júlio Martins, Chaves",Agrupada,Avenida 5 de Outubro,CHAVES,Chaves,Vila Real,401535,Norte,QZP.12,Publico,7,276332311,http://aejm.pt,direcao@ajuliomartins.edu.gov.pt;servicos@ajuliomartins.edu.gov.pt,276333482,55492.9428880601,230732.249981582
13756,152730,600085600,"Agrupamento de Escolas Dr. António Granjo, Chaves",Agrupada,"Rua Fernão Lopes, Apartado 192",CHAVES,Chaves,Vila Real,401407,Norte,QZP.12,Publico,7,276332475,http://aeag.pt/,direcao@aeag.edu.gov.pt;servicos@aeag.edu.gov.pt,276340640,54074.7936154147,230776.933765244
13757,150198,600078205,Agrupamento de Escolas do Sudeste de Baião,Agrupada,Barreiro Santa Marinha Do Zezere,SANTA MARINHA DO ZÊZERE,Baião,Porto,344400,Norte,QZP.11,Publico,3,254881000,www.aesudestebaiao.com,direcao@aesudestebaiao.edu.gov.pt;servicos@aesudestebaiao.edu.gov.pt,254880350;254880352,15263.9860806534,163400.929611001
13758,150204,600078388,"Agrupamento de Escolas de Eiriz, Baião",Agrupada,Eiriz -  Ancede,ANCEDE,Baião,Porto,344394,Norte,QZP.11,Publico,3,255552836,http://www.eb23-ancede.pt,direcao@agrupeirizbaiao.edu.gov.pt;servicos@agrupeirizbaiao.edu.gov.pt,255552834;255552835,6791.24553293516,161681.766838024
13759,150733,600077977,"Agrupamento de Escolas de Sande, Marco de Canaveses",Agrupada,"Rua de Sande, nº 1373",SANDE MCN,Marco de Canaveses,Porto,344230,Norte,QZP.11,Publico,11,255582890,http://www.aesande.org,direcao@aesande.edu.gov.pt;servicos@aesande.edu.gov.pt,255582891;255582892,-3321.97576704624,160715.467249383
13760,150745,600085775,Agrupamento de Escolas n.º 1 de Marco de Canaveses,Agrupada,"Rua Caetano Mesquita Vasconcelos, n.º 46",MARCO DE CANAVESES,Marco de Canaveses,Porto,402138,Norte,QZP.11,Publico,10,255534991,,direcao@ae1marco.edu.gov.pt;servicos@ae1marco.edu.gov.pt,255538240;933407127,-1228.86562279607,168368.374431209
13761,150769,600081834,"Agrupamento de Escolas D. António Taipa, Freamunde, Paços de Ferreira",Agrupada,Praceta da Escola Secundária 21,PAÇOS DE FERREIRA,Paços de Ferreira,Porto,346913,Norte,QZP.10,Publico,5,,,direcao@agrupfreamunde.edu.gov.pt;servicos@agrupfreamunde.edu.gov.pt,255880510;255880730,-17829.7973826385,180092.880782794
13762,151737,600075990,Agrupamento de Escolas de Celorico de Basto,Agrupada,Rua Dr. Baltazar Rebelo de Sousa,GÉMEOS CBT,Celorico de Basto,Braga,345726,Norte,QZP.08,Publico,18,255320261,www.agrcbt.pt,direcao@agrcbt.edu.gov.pt;servicos@agrcbt.edu.gov.pt,255320260;255321570,10828.6122062088,191314.095864444
13763,150824,600084434,"Agrupamento de Escolas de Alpendorada, Marco de Canaveses",Agrupada,Praceta da Devesa,ALPENDURADA E MATOS,Marco de Canaveses,Porto,404640,Norte,QZP.11,Publico,13,255618009,http://www.aescolasalpendorada.com,direcao@aealpendorada.edu.gov.pt;servicos@aealpendorada.edu.gov.pt,255618000;255618152,-9241.53274828823,157189.444053838
13764,150836,600080676,"Agrupamento de Escolas Carmen Miranda, Marco de Canaveses",Agrupada,"Rua Futebol Clube do Marco, 107",MARCO DE CANAVESES,Marco de Canaveses,Porto,342099,Norte,QZP.11,Publico,18,255534340,www.aescolasmarco.com,direcao@aemarco-canaveses.edu.gov.pt;servicos@aemarco-canaveses.edu.gov.pt,255539060,-885.368679516876,169071.729826291
13765,151099,600081435,"Agrupamento de Escolas Teixeira de Pascoaes, Amarante",Agrupada,Av. General Vitorino Laranjeira,AMARANTE,Amarante,Porto,340182,Norte,QZP.11,Publico,12,255433993,http://www.agrup-eb23-amarante.pt,direcao@aeamarante.edu.gov.pt;servicos@aeamarante.edu.gov.pt,255420620,4709.40345861625,178526.159741618
13766,151865,600076008,"Agrupamento de Escolas General Serpa Pinto, Cinfães",Agrupada,Rua Capitão Salgueiro Maia,CINFÃES,Cinfães,Viseu,343705,Norte,QZP.18,Publico,8,255560109,http://aecinfaes.pt/,direcao@aecinfaes.edu.gov.pt;servicos@aecinfaes.edu.gov.pt,255560100;255560101,3675.09165747387,156196.70967131
13767,151877,600076075,"Agrupamento de Escolas de Souselo, Cinfães",Agrupada,Rua de Santo André,SOUSELO,Cinfães,Viseu,345179,Norte,QZP.18,Publico,5,255690379,www.escolasdesouselo.pt,direcao@agsouselo.edu.gov.pt;servicos@agsouselo.edu.gov.pt,255690370;255690371,-7919.89909826948,155647.233639057
13768,151117,600082156,Agrupamento de Escolas de Paços de Ferreira,Agrupada,Rua da Escola Preparatória N.º 152,MEIXOMIL,Paços de Ferreira,Porto,344151,Norte,QZP.10,Publico,5,255093237,www.avepf.pt,direcao@avepf.edu.gov.pt;servicos@avepf.edu.gov.pt,255861751;255871099,-21223.4893115363,179006.380002764
13769,151907,600075257,Agrupamento de Escolas de Resende,Agrupada,Lugar do Paço,RESENDE,Resende,Viseu,401262,Norte,QZP.18,Publico,5,254870169,www.aeresende.pt,direcao@aeresende.edu.gov.pt;servicos@aeresende.edu.gov.pt,254870160;254870161,14679.3355667403,159802.602315372
13770,151312,600077187,Agrupamento de Escolas de Castelo de Paiva,Agrupada,"Rua Strecht Vasconcelos, 147 Sobrado",CASTELO DE PAIVA,Castelo de Paiva,Aveiro,340558,Norte,QZP.20,Publico,13,255698781,,direcao@aecastelo-paiva.edu.gov.pt;servicos@aecastelo-paiva.edu.gov.pt,255690250;255690302,-10800.5690793752,152327.372952609
13771,150216,600078507,"Agrupamento de Escolas de Vale de Ovil, Baião",Agrupada,R. Engenheiro Adelino Amaro da Costa,BAIÃO,Baião,Porto,345702,Norte,QZP.11,Publico,3,255542760,,direcao@valeovil.edu.gov.pt;servicos@valeovil.edu.gov.pt,255542446;255542722,8497.15331565592,166017.876538417
13772,151439,600079201,"Agrupamento de Escolas de Airães, Felgueiras",Agrupada,"Rua de Santa Maria, n.º 2149",AIRÃES,Felgueiras,Porto,346640,Norte,QZP.10,Publico,4,255490269,www.aeairaes.pt,direcao@aeairaes.edu.gov.pt;servicos@aeairaes.edu.gov.pt,255490260;255490261,-6292.93495659891,182932.174370131
13773,151440,600081273,"Agrupamento de Escolas de Idães, Felgueiras",Agrupada,Lugar do Cruzeiro-Idães,IDÃES,Felgueiras,Porto,344382,Norte,QZP.10,Publico,7,255330385,www.e-idaes.org,direcao@aeidaes.edu.gov.pt;servicos@aeidaes.edu.gov.pt,255330386,-10687.199904112,184345.920954447
13774,150370,600080315,"Agrupamento de Escolas Dr. Mário Fonseca, Lousada",Agrupada,Rua do Jogo da Bola,NOGUEIRA LSD,Lousada,Porto,346937,Norte,QZP.10,Publico,11,255820039,www.aelousadanorte.pt,direcao@aemariofonseca.edu.gov.pt;servicos@aemariofonseca.edu.gov.pt,255820030;939 862 024,-10762.0834054889,179000.710205888
13775,151464,600080196,Agrupamento de Escolas de Lousada Este,Agrupada,Lugar do Mouro - Caíde Rei,CAÍDE DE REI,Lousada,Porto,344308,Norte,QZP.10,Publico,6,255821399,http://www.eb23caiderei.pt/,direcao@aele.edu.gov.pt;servicos@aele.edu.gov.pt,255821020,-7456.65028641178,176845.686784636
13776,151476,600077802,"Agrupamento de Escolas de Eiriz, Paços de Ferreira",Agrupada,"Rua da Escola E.B. 2,3, n.º 25",EIRIZ,Paços de Ferreira,Porto,344138,Norte,QZP.10,Publico,5,255865410,www.e-eiriz.org,direcao@e-eiriz.edu.gov.pt;servicos@e-eiriz.edu.gov.pt,255865409;255865411,-19532.643717757,182163.870486735
13777,151488,600078191,"Agrupamento de Escolas de Frazão, Paços de Ferreira",Agrupada,"Rua dos Mirantes, 76 - Apartado 75",FRAZÃO,Paços de Ferreira,Porto,344140,Norte,QZP.10,Publico,4,255872742,http://aefrazao.wix.com/aefrazao,direcao@aefrazao.edu.gov.pt;servicos@aefrazao.edu.gov.pt,255872310;255871017,-23992.9156842931,176711.146255672
13778,151490,600078353,"Agrupamento de Escolas Dr. Machado de Matos, Felgueiras",Agrupada,Rua de Pombeiro de Ribavizela,POMBEIRO DE RIBAVIZELA,Felgueiras,Porto,346925,Norte,QZP.10,Publico,11,255340319,www.aefelgueiras.pt,direcao@aemachadodmatos.edu.gov.pt;servicos@aemachadodmatos.edu.gov.pt,255340310;255340312,-6451.06601923479,189710.492236207
13779,151506,600085490,"Agrupamento de Escolas da Lixa, Felgueiras",Agrupada,"Rua Prof. Alberto Teixeira Douro, 65",LIXA,Felgueiras,Porto,403430,Norte,QZP.10,Publico,8,255490739,,direcao@aelixa.edu.gov.pt;servicos@aelixa.edu.gov.pt,255490730;255490731,-1302.09694531359,184332.289083699
13780,151518,600085180,Agrupamento de Escolas de Lousada,Agrupada,"Rua Dr. Mário Soares, 194 - Pias",PIAS LSD,Lousada,Porto,402060,Norte,QZP.10,Publico,7,255820959,http://www.aelousada.net,direcao@aelousada.edu.gov.pt;servicos@aelousada.edu.gov.pt,255820950;255912015,-12066.0645381639,178258.434337902
13781,151520,600081222,"Agrupamento de Escolas D. Manuel de Faria e Sousa, Felgueiras",Agrupada,Rua Manuel Faria e Sousa,FELGUEIRAS,Felgueiras,Porto,310098,Norte,QZP.10,Publico,7,255926769,manuelfariasousa.pt,direcao@aedmfs.edu.gov.pt;servicos@aedmfs.edu.gov.pt,255312497;255312468,-5603.11811689315,187686.476402457
13782,151531,600086240,Agrupamento de Escolas de Lousada Oeste,Agrupada,Jusa,NEVOGILDE LSD,Lousada,Porto,344280,Norte,QZP.10,Publico,9,255912960,lousadaoeste.org,direcao@aelousadaoeste.edu.gov.pt;servicos@aelousadaoeste.edu.gov.pt,255912003;255913324,-15507.1380805574,176867.267424951
13783,151646,600072991,"Agrupamento de Escolas de Couto Mineiro do Pejão, Castelo de Paiva",Agrupada,Rua de Anastácio Vasconcelos,RAIVA,Castelo de Paiva,Aveiro,346688,Norte,QZP.20,Publico,6,255760129,http://agcmpejao-m.ccems.pt,direcao@aecmineiro.edu.gov.pt;servicos@aecmineiro.edu.gov.pt,255760120;255760122,-19015.3551061429,151839.527207581
13784,152936,600083527,"Agrupamento de Escolas Amadeo de Souza Cardoso, Amarante",Agrupada,"Rua Comendador José de Abreu, nº 189",TELÕES AMT,Amarante,Porto,346858,Norte,QZP.11,Publico,14,255420119,www.amadeo.pt,direcao@amadeo.edu.gov.pt;servicos@amadeo.edu.gov.pt,255420110;255420111,3394.2898755315,179173.236538912
13785,152535,600077217,"Agrupamento de Escolas de Paço de Sousa, Penafiel",Agrupada,Lugar de Cadeade,PAÇO DE SOUSA,Penafiel,Porto,344072,Norte,QZP.11,Publico,11,255750179,www.agpsousa.pt,direcao@agpsousa.edu.gov.pt;servicos@agpsousa.edu.gov.pt,255750170;255750177,-16827.3545505034,166807.942246351
13786,152547,600076628,"Agrupamento de Escolas D. António Ferreira Gomes, Penafiel",Agrupada,R. Marquês de Pombal,MILHUNDOS,Penafiel,Porto,342592,Norte,QZP.11,Publico,9,255711396,http://www.eb23penafiel1.pt/,direcao@aeagomes.edu.gov.pt;servicos@aeagomes.edu.gov.pt,255718410;255718418,-11653.948601628,170901.777521904
13787,152559,600085406,"Agrupamento de Escolas Joaquim de Araújo, Guilhufe, Penafiel",Agrupada,R. 3 de Marco,PENAFIEL,Penafiel,Porto,402485,Norte,QZP.11,Publico,12,255724100,aeja.pt,direcao@aeja.edu.gov.pt;servicos@aeja.edu.gov.pt,255724098;925774733,-14279.3037465592,169095.861740576
13788,152560,600076997,Agrupamento de Escolas de Penafiel Sudeste,Agrupada,"Rua Cruzeiro das Lampreias, 551",CABEÇA SANTA,Penafiel,Porto,346512,Norte,QZP.11,Publico,8,255617441,http://www.aepenafielsudeste.pt/,direcao@aepenafielsudeste.edu.gov.pt;servicos@aepenafielsudeste.edu.gov.pt,255617440;255617442,-11922.5822422604,160928.258601841
13789,152572,600074790,"Agrupamento de Escolas de Pinheiro, Penafiel",Agrupada,Rua do Pinheiral,PINHEIRO PNF,Penafiel,Porto,344084,Norte,QZP.11,Publico,8,255630134,www.ebspinheiro.net,direcao@aepinheiro.edu.gov.pt;servicos@aepinheiro.edu.gov.pt,255617070;255612947,-13810.2758556887,161618.518951192
13790,151828,600076318,Agrupamento de Escolas de Carrazeda de Ansiães,Agrupada,Av.  Eng.º Camilo de Mendonça,CARRAZEDA DE ANSIÃES,Carrazeda de Ansiães,Bragança,346172,Norte,QZP.16,Publico,2,278618198,,direcao@aeca.edu.gov.pt;servicos@aeca.edu.gov.pt,278618190;278618100,69403.8675850681,175546.495394457
13791,151853,600075303,"Agrupamento de Escolas Gomes Teixeira, Armamar",Agrupada,Avenida Gomes Teixeira,ARMAMAR,Armamar,Viseu,343729,Norte,QZP.19,Publico,3,254851473,,direcao@aegteixeira.edu.gov.pt;servicos@aegteixeira.edu.gov.pt,254855290;254855663,37319.1866985048,159798.275993732
13792,151889,600085945,"Agrupamento de Escolas Latino Coelho, Lamego",Agrupada,Avenida das Acácias,LAMEGO,Lamego,Viseu,402047,Norte,QZP.18,Publico,5,254655323,www.aelc-lamego.pt,direcao@aelcoelho.edu.gov.pt;servicos@aelcoelho.edu.gov.pt,254612024,27038.8640866954,159287.752940179
13793,151890,600075648,Agrupamento de Escolas de Moimenta da Beira,Agrupada,"Rua Dr. João Lima Gomes, 3",MOIMENTA DA BEIRA,Moimenta da Beira,Viseu,310402,Norte,QZP.19,Publico,4,254583447,http://escolasmoimenta.pt,direcao@escolasmoimenta.edu.gov.pt;servicos@escolasmoimenta.edu.gov.pt,254520110;254520111,43524.8534539359,146363.756003842
13794,151919,600075354,Agrupamento de Escolas de São João da Pesqueira,Agrupada,Rua do Pombal,SÃO JOÃO DA PESQUEIRA,São João da Pesqueira,Viseu,346287,Norte,QZP.19,Publico,7,254489139,http://www.agrupamento-sjpesqueira.com/,direcao@aesjp.edu.gov.pt;servicos@aesjp.edu.gov.pt,254489130;254489131,60704.9988074249,164951.239251104
13795,151920,600076580,"Agrupamento de Escolas Padre João Rodrigues, Sernancelhe",Agrupada,Rua Padre João Rodrigues,SERNANCELHE,Sernancelhe,Viseu,345106,Norte,QZP.19,Publico,2,254559111,www.aesernancelhe.pt,direcao@aejrodrigues.edu.gov.pt;servicos@aejrodrigues.edu.gov.pt,254595272;966101028,54559.1405747671,136967.576935373
13796,151932,600075508,"Agrupamento de Escolas Abel Botelho, Tabuaço",Agrupada,Avenida Marechal Carmona,TABUAÇO,Tabuaço,Viseu,345684,Norte,QZP.19,Publico,1,254789340,,direcao@aeabotelho.edu.gov.pt;servicos@aeabotelho.edu.gov.pt,254780020;254782105,47271.2861369258,160987.827652739
