OBJECTID,CODUOME,NOMEUO,CODESCME,NOME,SEDE,MORADA,LOCALIDADE,CONCELHO,DISTRITO,CODDSR,CODQZP,CICLO,NATUREZAINSTITUCIONAL_DESC,FAX,URL,EMAIL,TELEFONE,x,y
141455,,,501384,Jardim de Infância A Turma dos Traquinas,N,Torre da Mosqueira cx. Postal 525y,ALBUFEIRA,Albufeira,Faro,Algarve,QZP.61,Pré-escolar,IPSS ou equiparada,289586761,,ji.atdostraquinas@escolas.min-edu.pt,289586761,-8292.46836130154,-282948.159070908
141456,,,803668,Jardim de Infância ""O Jardim dos Palhacinhos"",N,Vale de Parra - Cx 490 - A,GUIA ABF,Albufeira,Faro,Algarve,QZP.61,Pré-escolar,IPSS ou equiparada,,,ji.jardimpalhacinhos@escolas.min-edu.pt,289591613,-15579.98095969,-285556.604922087
141457,,,520809,Centro Infantil O Búzio - Pré-Escolar,N,"Rua Almirante Gago Coutinho, 47",ALBUFEIRA,Albufeira,Faro,Algarve,QZP.61,Pré-escolar,IPSS ou equiparada,289585300,http://www.fasl.pt,obuzio@escolas.min-edu.pt,289598780
141458,,,523732,Conservatório de Albufeira,N,Praça da República nº 4 e 5,ALBUFEIRA,Albufeira,Faro,Algarve,QZP.61,Artistico,Particular,289588781,,cv.albufeira@escolas.min-edu.pt,289588781,-10600.885012018,-286504.098135099
141459,,,800062,Academia dos Marinheiros ,N,Rua do Lageado,ALBUFEIRA,Albufeira,Faro,Algarve,QZP.61,Pré-escolar,Particular,,,geral@academiadosmarinheiros.pt,289572749,-9031.91892069936,-285784.554493052
141460,,,806764,Eden Montessori International School,S,"Estrada Vale de Pedras, 1229",ALBUFEIRA,Albufeira,Faro,Algarve,QZP.61,,Particular,,https://edenmontessori.pt/,admissionseden@gmail.com;edenschoolproject@gmail.com,289 513 294,-9605.24169041187,-284838.28628464
141461,,,806899,ISTA-Instituto de Artes e Letras de Albufeira ,S,"Rua do Cerro Grande, CC Corpo Sul – Fração C",ALBUFEIRA,Albufeira,Faro,Algarve,QZP.61,Extra-escolar,Particular,,https://www.ista-albufeira.pt/,geral@ista-albufeira.pt,930488577,-11436.2214215614,-286641.011637761
141462,,,806922,Jardim de Infância Ondas de Alegria,S,Estrada Vale das Pedras,ALBUFEIRA,Albufeira,Faro,Algarve,QZP.61,Pré-escolar,Particular,,,jardimdeinfancia.ondasdealegria@gmail.com,928162302,-9435.67106323191,-284902.668178494
141463,,,807590,CFPSA - Centro de Formação Profissional para o Sector Alimentar - Algarve,S,Cerro da Alagoa - Espaço Bússola,ALBUFEIRA,Albufeira,Faro,Algarve,QZP.61,Profissional,Redes dos ministérios,,www.cfpsa.pt,,289400160;289400169,-9850.15328357224,-286159.960461118
141464,145520,Agrupamento de Escolas de Alcoutim,330693,"Escola Básica Prof. Joaquim Moreira, Martinlongo, Alcoutim",S,Rua Portas do Laborato,MARTIM LONGO,Alcoutim,Faro,Algarve,QZP.63,1º Ciclo;2º Ciclo;3º Ciclo,Redes dos ministérios,281490109,http://www.agrupamento-alcoutim.com/,direcao@aealcoutim.edu.gov.pt;servicos@aealcoutim.edu.gov.pt,281490100,32098.7809676297,-247065.245593045
141465,145520,Agrupamento de Escolas de Alcoutim,330280,Escola Básica de Alcoutim,N,Av de Espanha,ALCOUTIM,Alcoutim,Faro,Algarve,QZP.63,1º Ciclo;2º Ciclo;3º Ciclo,Redes dos ministérios,281540169,,ebi.alcoutim@escolas.min-edu.pt,281490100,58237.2370103098,-243435.483728936
141466,,,520834,Centro de Animação Infantil do Centro de Desenvolvimento Social e Cultural de Martinlongo,N,"Urbanização Municipal de Martim Longo, Lote E",MARTIM LONGO,Alcoutim,Faro,Algarve,QZP.63,Pré-escolar,IPSS ou equiparada,,,ji.cdcsmartinlongo@escolas.min-edu.pt,281498319,32332.8069399418,-247462.322970241
141467,,,520822,Centro Infantil A Joaninha,N,Rua do Caminho Velho,ALCOUTIM,Alcoutim,Faro,Algarve,QZP.63,Pré-escolar,IPSS ou equiparada,281546269,,ji.ajoaninhaalcoutim@escolas.min-edu.pt,281546005,58387.2081554068,-243820.526149558
141468,145051,"Agrupamento de Escolas Professora Piedade Matoso, Aljezur",270076,"Escola Básica de Rogil, Aljezur",N,Rua das Escolas,ROGIL,Aljezur,Faro,Algarve,QZP.59,Pré-escolar;1º Ciclo,Redes dos ministérios,,,eb1.rogil@escolas.min-edu.pt,282995187,-59115.3384249149,-255240.184723603
141469,145051,"Agrupamento de Escolas Professora Piedade Matoso, Aljezur",330905,"Escola Básica Professora Piedade Matoso, Aljezur",S,Barrada,ALJEZUR,Aljezur,Faro,Algarve,QZP.59,Pré-escolar;1º Ciclo;2º Ciclo;3º Ciclo;Artistico,Redes dos ministérios,282998713,http://sites.google.com/a/aealjezur.pt/agrupamento-de-escolas-de-aljezur/,direcao@aealjezur.edu.gov.pt;servicos@aealjezur.edu.gov.pt,282990180,-58776.2375611496,-260491.365341594
141470,145051,"Agrupamento de Escolas Professora Piedade Matoso, Aljezur",259858,"Escola Básica de Odeceixe, Aljezur",N,Rua das Escolas,ODECEIXE,Aljezur,Faro,Algarve,QZP.59,Pré-escolar;1º Ciclo,Redes dos ministérios,,,eb1.odeceixe@escolas.min-edu.pt,282947332,-56709.0956279457,-248037.479007779
141471,,,807442,Escola Teia Multicultural de Educação Integral,S,Beco Cai Logo-Rogil,ROGIL,Aljezur,Faro,Algarve,QZP.59,Pré-escolar;1º Ciclo,Particular,,,,928492595,-59032.022627638,-254807.460143744
141472,145063,Agrupamento de Escolas de Castro Marim,214760,Escola Básica n.º 1 de Castro Marim,N,Castro Marim,AZINHAL CTM,Castro Marim,Faro,Algarve,QZP.63,Pré-escolar;1º Ciclo,Redes dos ministérios,,,eb1.n1.castromarim@escolas.min-edu.pt,281531605,60799.1882225678,-271822.279490842
141473,145063,Agrupamento de Escolas de Castro Marim,228758,"Escola Básica de Altura, Castro Marim",N,Rua João de Almeida,ALTURA,Castro Marim,Faro,Algarve,QZP.63,Pré-escolar;1º Ciclo,Redes dos ministérios,,,eb1.lagoaaltura@escolas.min-edu.pt,281956434,56119.1381900753,-276106.443348049
141474,145063,Agrupamento de Escolas de Castro Marim,344862,Escola Básica de Castro Marim,S,"Avenida Dr. José Afonso Gomes, Apartado 62",CASTRO MARIM,Castro Marim,Faro,Algarve,QZP.63,2º Ciclo;3º Ciclo;Artistico,Redes dos ministérios,281531713,,direcao@aectm.edu.gov.pt;servicos@aectm.edu.gov.pt,281510170;281531708,60867.1697418729,-271661.296485781
141475,145063,Agrupamento de Escolas de Castro Marim,259860,"Escola Básica de Odeleite, Castro Marim",N,Odeleite,AZINHAL CTM,Castro Marim,Faro,Algarve,QZP.63,1º Ciclo,Redes dos ministérios,,,eb1.odeleite@escolas.min-edu.pt,281495372,56880.362762042,-258803.29821526
141476,,,520858,Jardim de Infância Cegonha Branca do Centro Infantil de Altura,N,"Rua de Camões, n.º 22 – Urbanização Bela Praia",ALTURA,Castro Marim,Faro,Algarve,QZP.63,Pré-escolar,IPSS ou equiparada,281957414,,ji.cialtura@escolas.min-edu.pt,281957993,56037.6105601422,-276220.870908538
141477,,,520860,Associação Social da Freguesia de Odeleite,N,"Rua da Igreja, 2",ODELEITE,Castro Marim,Faro,Algarve,QZP.63,Pré-escolar,IPSS ou equiparada,281495844,,ass.socialodeleite@escolas.min-edu.pt,281495148,57289.8347862221,-258866.334928869
141478,145063,Agrupamento de Escolas de Castro Marim,205928,"Jardim de Infância de Azinhal, Castro Marim",N,"Rua do Capitão Lino Vaz Palma Antunes, n.º 5",AZINHAL CTM,Castro Marim,Faro,Algarve,QZP.63,Pré-escolar,Redes dos ministérios,,,direcao@aectm.edu.gov.pt,281510170,59312.7030665523,-264388.991740894
141479,145087,"Agrupamento de Escolas D. Afonso III, Faro",221600,"Escola Básica do Carmo, Faro",N,Largo do Carmo,FARO,Faro,Faro,Algarve,QZP.62,Pré-escolar;1º Ciclo,Redes dos ministérios,289803933,,eb1.n2.faro@escolas.min-edu.pt,289803933,17732.7971778203,-293841.854801051
141480,145087,"Agrupamento de Escolas D. Afonso III, Faro",221612,"Escola Básica de Alto de Rodes, Faro",N,Rua D. Diogo Mendonça Corte Real,FARO,Faro,Faro,Algarve,QZP.62,1º Ciclo,Redes dos ministérios,289825824,,eb1.altorodes@escolas.min-edu.pt,289801736,17596.725974744,-293636.328630655
141481,145099,"Agrupamento de Escolas João de Deus, Faro",400300,"Escola Secundária João de Deus, Faro",S,Avenida 5 de Outubro,FARO,Faro,Faro,Algarve,QZP.62,Secundário;Profissional,Redes dos ministérios,289822350,,direcao@aejdfaro.edu.gov.pt;servicos@aejdfaro.edu.gov.pt,289822030,18844.9886673008,-294051.422161411
141482,145099,"Agrupamento de Escolas João de Deus, Faro",341435,"Escola Básica Santo António, Faro",N,Rua Reitor Teixeira Guedes,FARO,Faro,Faro,Algarve,QZP.62,2º Ciclo;3º Ciclo;Artistico,Redes dos ministérios,289896401,,eb23.n4.faro@escolas.min-edu.pt,289896400,18803.2781035192,-293782.502318818
141483,145099,"Agrupamento de Escolas João de Deus, Faro",204250,"Escola Básica de Areal Gordo, Faro",N,Areal Gordo,FARO,Faro,Faro,Algarve,QZP.62,Pré-escolar;1º Ciclo,Redes dos ministérios,289804742,,eb1.arealgordo@escolas.min-edu.pt,925925686,21036.753957328,-292006.4649696
141484,145099,"Agrupamento de Escolas João de Deus, Faro",222069,"Escola Básica de Ferradeira, Faro",N,Ferradeira,FARO,Faro,Faro,Algarve,QZP.62,1º Ciclo,Redes dos ministérios,289802437,,eb1.ferradeira@escolas.min-edu.pt,925925694,21322.1730135493,-291059.584719048
141485,145099,"Agrupamento de Escolas João de Deus, Faro",221636,"Escola Básica Ria Formosa, Faro",N,Estrada da Penha,FARO,Faro,Faro,Algarve,QZP.62,Pré-escolar;1º Ciclo,Redes dos ministérios,289864590,,eb1.n4.faro@escolas.min-edu.pt,925925693,18368.4229373248,-293404.575165393
141486,145105,"Agrupamento de Escolas de Montenegro, Faro",262596,"Escola Básica de Patacão, Faro",N,Estrada de Sta Barbara de Nexe,FARO,Faro,Faro,Algarve,QZP.62,1º Ciclo,Redes dos ministérios,,,eb1.patacao@escolas.min-edu.pt,289815003,15985.3621812576,-290355.825022761
141487,145105,"Agrupamento de Escolas de Montenegro, Faro",227961,"Jardim de Infância de Ilha do Ancão, Faro",N,Montenegro,FARO,Faro,Faro,Algarve,QZP.62,Pré-escolar,Redes dos ministérios,289818914,,eb1.ilhaancao@escolas.min-edu.pt,289818914,12825.1560908911,-295680.962862269
141488,145105,"Agrupamento de Escolas de Montenegro, Faro",231332,"Escola Básica de Marchil, Faro",N,Pontes de Marchil,FARO,Faro,Faro,Algarve,QZP.62,1º Ciclo,Redes dos ministérios,289805775,,eb1.marchil@escolas.min-edu.pt,925925777,16198.2965205831,-292155.832785358
141489,145105,"Agrupamento de Escolas de Montenegro, Faro",344850,"Escola Básica de Montenegro, Faro",S,Rua Prof. José Sousa Ferradeira,FARO,Faro,Faro,Algarve,QZP.62,Pré-escolar;1º Ciclo;2º Ciclo;3º Ciclo;Artistico,Redes dos ministérios,289818896,http://www.agrupamontenegro.com,direcao@aemontenegro.edu.gov.pt;servicos@aemontenegro.edu.gov.pt,289818894;289819668,15058.8486455393,-292640.16186922
141490,145397,"Agrupamento de Escolas Tomás Cabreira, Faro",400476,"Escola Secundária Tomás Cabreira, Faro",S,R. Manuel de Arriaga nº 2,FARO,Faro,Faro,Algarve,QZP.62,3º Ciclo;Secundário;Artistico;Profissional,Redes dos ministérios,289889580,http://www.agr-tc.pt,direcao@tomascabreira.edu.gov.pt;servicos@tomascabreira.edu.gov.pt,289889570,18308.6801023354,-294355.570458016
141491,145397,"Agrupamento de Escolas Tomás Cabreira, Faro",341186,"Escola Básica Dr. Joaquim Rocha Peixoto Magalhães, Faro",N,"Rua Ema Romero Câmara Reis, Horta do Ferragial",FARO,Faro,Faro,Algarve,QZP.62,2º Ciclo;3º Ciclo;Artistico,Redes dos ministérios,289805644,,eb23.djmagalhaes@escolas.min-edu.pt,289805642,18274.1969322149,-294665.719241993
141492,145397,"Agrupamento de Escolas Tomás Cabreira, Faro",221624,"Escola Básica do Bom João, Faro",N,Bairro do Bom João,FARO,Faro,Faro,Algarve,QZP.62,Pré-escolar;1º Ciclo,Redes dos ministérios,289804287,,eb1.n3.faro@escolas.min-edu.pt,289804287,18904.2622472263,-294373.128387962
141493,145397,"Agrupamento de Escolas Tomás Cabreira, Faro",221594,"Escola Básica de S. Luís, Faro",N,"R. João de Deus, 16-B",FARO,Faro,Faro,Algarve,QZP.62,Pré-escolar;1º Ciclo,Redes dos ministérios,289804399,,eb1.n1.faro@escolas.min-edu.pt,289804399,18117.145994421,-294137.90926031
141494,145452,"Agrupamento de Escolas Dr. Alberto Iria, Olhão",227950,"Escola Básica de Ilha da Culatra, Faro",N,Ilha da Culatra,FARO,Faro,Faro,Algarve,QZP.62,1º Ciclo,Redes dos ministérios,,,eb1.ilhaculatra@escolas.min-edu.pt,289701012,26026.910880859,-297018.844871953
141495,145567,"Agrupamento de Escolas Pinheiro e Rosa, Faro",341198,"Escola Básica Dr. José de Jesus Neves Júnior, Faro",N,R. Dr. Emílio José Campos Coroa,FARO,Faro,Faro,Algarve,QZP.62,2º Ciclo;3º Ciclo;Artistico,Redes dos ministérios,289892099,http://www.nevesjunior.pt.vu/,eb23.djjnevesjunior@escolas.min-edu.pt,289892090,17354.369560433,-293056.964787794
141496,145567,"Agrupamento de Escolas Pinheiro e Rosa, Faro",273120,"Escola Básica de Santa Bárbara de Nexe, Faro",N,Rua de Faro,FARO,Faro,Faro,Algarve,QZP.62,Pré-escolar;1º Ciclo,Redes dos ministérios,,,eb1.stabarbaranexe@escolas.min-edu.pt,289992753;925925755,15060.5636911903,-284836.399278928
141497,145567,"Agrupamento de Escolas Pinheiro e Rosa, Faro",221016,"Escola Básica de Estoi, Faro",N,R. de Faro,FARO,Faro,Faro,Algarve,QZP.62,Pré-escolar;1º Ciclo,Redes dos ministérios,,,eb1.estoi@escolas.min-edu.pt,289997100;925925754,20683.0425796492,-285649.304234968
141498,145567,"Agrupamento de Escolas Pinheiro e Rosa, Faro",293179,"Escola Básica de Conceição, Faro",N,Praceta Álvaro Calçada Paço,FARO,Faro,Faro,Algarve,QZP.62,Pré-escolar;1º Ciclo,Redes dos ministérios,,,eb1.clgigreja@escolas.min-edu.pt,289832147;925925745,19079.9683483178,-289455.248705879
141499,145567,"Agrupamento de Escolas Pinheiro e Rosa, Faro",208449,"Escola Básica de Bordeira, Faro",N,R. da Escola,FARO,Faro,Faro,Algarve,QZP.62,Pré-escolar;1º Ciclo,Redes dos ministérios,,,eb1.bordeira@escolas.min-edu.pt,289994224;925925750,18760.5338455303,-282139.042270674
141500,145567,"Agrupamento de Escolas Pinheiro e Rosa, Faro",297215,"Escola Básica da Lejana, Faro",N,Avenida Aníbal de Sousa Guerreiro,FARO,Faro,Faro,Algarve,QZP.62,Pré-escolar;1º Ciclo,Redes dos ministérios,,,,289898060,18035.3107999639,-294017.1393578
141501,145567,"Agrupamento de Escolas Pinheiro e Rosa, Faro",402515,"Escola Secundária Pinheiro e Rosa, Faro",S,"Rua António Gedeão, nº1",FARO,Faro,Faro,Algarve,QZP.62,3º Ciclo;Secundário;Profissional,Redes dos ministérios,289894379,http://www.es-pr.net,direcao@aeprosa.edu.gov.pt;servicos@aeprosa.edu.gov.pt,289894370,18250.3533895374,-292728.747165426
141502,145567,"Agrupamento de Escolas Pinheiro e Rosa, Faro",346615,"Escola Básica Poeta Emiliano da Costa, Estoi, Faro",N,"Rua Prof. Amílcar Quaresma, Estoi",FARO,Faro,Faro,Algarve,QZP.62,2º Ciclo;3º Ciclo,Redes dos ministérios,289990295,http://www.avee.edu.pt,eb23.estoi@escolas.min-edu.pt,289990290,21299.1828795666,-285968.761296816
141503,145567,"Agrupamento de Escolas Pinheiro e Rosa, Faro",221648,"Escola Básica Vale de Carneiros, Faro",N,Praceta Dr. Aleixo Cunha,FARO,Faro,Faro,Algarve,QZP.62,1º Ciclo,Redes dos ministérios,289801939,,eb1.n5.faro@escolas.min-edu.pt,925925707,18219.0309388872,-293111.913805146
141504,145087,"Agrupamento de Escolas D. Afonso III, Faro",340686,"Escola Básica D. Afonso III, Faro",S,Rua Luis de Camões,FARO,Faro,Faro,Algarve,QZP.62,2º Ciclo;3º Ciclo,Redes dos ministérios,289892711,,direcao@agrupamentoafonso3.edu.gov.pt;servicos@agrupamentoafonso3.edu.gov.pt,289892710,17197.627492474,-293611.01314339
141505,,,523768,Conservatório Regional do Algarve,N,"Avenida Dr.Júlio Filipe Almeida Carrapato, nº 93",FARO,Faro,Faro,Algarve,QZP.62,Artistico,Particular,289872286,,cv.algarve@escolas.min-edu.pt,289870490,18729.8746600925,-294205.937987485
141506,,,501062,Colégio de Nossa Senhora do Alto,N,Rua de Berlim,FARO,Faro,Faro,Algarve,QZP.62,Pré-escolar;1º Ciclo;2º Ciclo;3º Ciclo,Particular,289882583,,cl.nsraalto@escolas.min-edu.pt,289824020,19194.4099883486,-293993.26134591
141507,,,800208,Centro Infantil da Torre Natal - Santa Casa da Misericórdia de Faro,N,Sítio da Torre Natal,FARO,Faro,Faro,Algarve,QZP.62,Pré-escolar,IPSS ou equiparada,,,,965390903,21262.0175290106,-285219.004789653
141508,,,520901,Centro De Bem-Estar Infantil Nossa Senhora De Fátima,N,"Rua Dr. José De Matos, 4",FARO,Faro,Faro,Algarve,QZP.62,Pré-escolar,IPSS ou equiparada,,,ct.beinsrafatima@escolas.min-edu.pt;geral@cascd.pt,289803567
141509,,,520913,Jardim de Infância do Centro Infantil “O Despertar”,N,"Rua Dr. José de Matos, 92",FARO,Faro,Faro,Algarve,QZP.62,Pré-escolar,IPSS ou equiparada,289829920,,odespertar@escolas.min-edu.pt,289829920,19129.4435382701,-294468.164352517
141510,,,800092,Associação Portuguesa de Paralisia Cerebral,N,R. de Moçambique,FARO,Faro,Faro,Algarve,QZP.62,Especial,Particular,289864891,,appcerebralfaro@escolas.min-edu.pt,289828814,17501.3816337871,-293190.447100492
141511,,,804186,Colégio Oficina Divertida,N,"Estrada Srª da Saúde, nº 8 Dtº",FARO,Faro,Faro,Algarve,QZP.62,Pré-escolar;1º Ciclo,Particular,289820166,,,289820165,17182.072201785,-293277.442648545
141512,,,804255,Super Escola,N,Travessa Antero de Quental nº 3,FARO,Faro,Faro,Algarve,QZP.62,Pré-escolar,Particular,,http://superescola.pt,,289828508,18512.9082486256,-294391.083593847
141513,,,520937,Jardim de Infância do Centro Infantil da Santa Casa da Misericórdia de Faro,N,Rua Manuel Ascensão,FARO,Faro,Faro,Algarve,QZP.62,Pré-escolar,IPSS ou equiparada,289805996,,stcmisericordiafaro@escolas.min-edu.pt,289805992;965390988,17508.8475115335,-293741.418983963
141514,,,501177,Jardim de Infância Os Vivaços,N,"Praça Dos Cooperativistas, Bloco C",FARO,Faro,Faro,Algarve,QZP.62,Pré-escolar,IPSS ou equiparada,289806024,http://www.fundacao-algarvia.pt,geral@fundacao-algarvia.pt,289806261
141515,,,803533,Infantário Lugar Encantado,N,"Estrada de S. Luis, nº 35-37",FARO,Faro,Faro,Algarve,QZP.62,Pré-escolar,IPSS ou equiparada,,,ji.osamorzinhos@escolas.min-edu.pt,913987342,18592.6371611733,-293657.228469387
141516,,,803531,Jardim de Infância Planeta da Fantasia,N,"R. Abel Viana, n.º 1 - Montenegro",FARO,Faro,Faro,Algarve,QZP.62,Pré-escolar,IPSS ou equiparada,,,planetadafantasia@hotmail.com,289807723,15279.7133827993,-292237.22385563
141517,,,520895,Jardim de Infância Associação Nossa Senhora dos Navegantes,N,"Ilha Da Culatra, Av. 19 De Julho, Edifício Nº 500",FARO,Faro,Faro,Algarve,QZP.62,Pré-escolar,IPSS ou equiparada,,,ji.assnsranavegantes@escolas.min-edu.pt,289723869,26662.6618133306,-297375.453217429
141518,,,520871,Infantário COOPPOFA,N,Rua da COOPPOFA,FARO,Faro,Faro,Algarve,QZP.62,Pré-escolar,IPSS ou equiparada,,,ji.coopofa@escolas.min-edu.pt,289862094,17473.2198576325,-293091.623153747
141519,,,803517,Bela Infância,N,Rua Manuel Alexandre nº 1 - Urb. Mira Ria,FARO,Faro,Faro,Algarve,QZP.62,Pré-escolar,IPSS ou equiparada,,,,289806684,15425.8058591135,-292033.590130798
141520,,,501207,Jardim de Infância do Centro Cultural e Social da Fábrica da Igreja da Freguesia de Estoi ,N,Largo Humberto Delgado,FARO,Faro,Faro,Algarve,QZP.62,Pré-escolar,IPSS ou equiparada,289991133,,ji.csfabricaigreja@escolas.min-edu.pt,289991133,21209.1906781396,-285727.128281952
141521,,,520925,Jardim de Infância da Casa de Santa Isabel,N,"R. Dos Caçadores 4, Nº 2",FARO,Faro,Faro,Algarve,QZP.62,Pré-escolar,IPSS ou equiparada,289805487,,ji.casadestaisabel@escolas.min-edu.pt,289805540
141522,,,803507,""O Arco Íris"" - Jardim de Infância da Penha,N,Avenida Cidade de Hayward-Complexo Desportivo da Penha,FARO,Faro,Faro,Algarve,QZP.62,Pré-escolar,IPSS ou equiparada,,,ji.arcoirisfaro@escolas.min-edu.pt;secretariaarcoirisfaro@gmail.com,289802770,18773.1960788845,-293034.105423821
141523,,,520949,Jardim de Infância ""A Joaninha"",N,"Rua Padre Júlio Tropa Mendes, 9-11",FARO,Faro,Faro,Algarve,QZP.62,Pré-escolar,IPSS ou equiparada,,,ji.ajstabarbaranexe@escolas.min-edu.pt,212946446,14800.3912939406,-284800.457912644
141524,,,508640,Jardim-Escola João de Deus de Faro,N,Avenida Dr. Júlio Filipe Almeida Carrapato,FARO,Faro,Faro,Algarve,QZP.62,Pré-escolar;1º Ciclo,IPSS ou equiparada,289873024,,,289806206
141525,,,804119,O Relógio,N,Rua Dr. José de Matos,FARO,Faro,Faro,Algarve,QZP.62,Pré-escolar;1º Ciclo,IPSS ou equiparada,289880719,,ji.casadosrapazes@escolas.min-edu.pt,289880710,19058.348651987,-294390.317691624
141526,,,501219,Jardim de Infância do Centro Infantil do Hospital de Faro,N,"Praceta José Afonso, Nº 13",FARO,Faro,Faro,Algarve,QZP.62,Pré-escolar,IPSS ou equiparada,289801177,,ji.cihospitalfaro@escolas.min-edu.pt,289801177,18047.701432207,-293667.951674521
141527,,,501256,Externato Menino Jesus,N,"Rua Reitor Teixeira Guedes, nº 73",FARO,Faro,Faro,Algarve,QZP.62,1º Ciclo;Pré-escolar,Particular,289801402,,ext.meninojesusfaro@escolas.min-edu.pt,289823601,18435.4320572157,-293958.513324377
141528,,,802737,Escola Profissional D. Francisco Gomes de Avelar,N,"Rua João Dias, nº 8 A",FARO,Faro,Faro,Algarve,QZP.62,Profissional;3º Ciclo,Particular,289805068,,ep.fdfgomesdavelar@escolas.min-edu.pt,289805995,17702.0816019687,-294473.387597778
141529,,,700013,Escola de Hotelaria e Turismo do Algarve,N,Largo de São Francisco,FARO,Faro,Faro,Algarve,QZP.62,Profissional,Redes dos ministérios,289007399,http://www.turismodeportugal.pt,,289007200,17998.8849869823,-294811.690681618
141530,145105,"Agrupamento de Escolas de Montenegro, Faro",802312,"Escola Básica n.º 2 de Montenegro, Faro",N,Rua Egas Moniz,FARO,Faro,Faro,Algarve,QZP.62,1º Ciclo,Redes dos ministérios,,,,289819032,15175.5150651849,-293023.695656472
141531,,,806533,Centro Infantil de Montenegro - Jardim de Infância Os Vivaços,N,"Rua Dr. António Miguel Galvão, 12",FARO,Faro,Faro,Algarve,QZP.62,Pré-escolar,IPSS ou equiparada,289 810 807,www.fundacao-algarvia.pt,ci.vivacos.montenegro@fundacao-algarvia.pt,289807561
141532,,,807507,Centro de Emprego e Formação Profissional de Faro,N,Sítio do Areal Gordo,FARO,Faro,Faro,Algarve,QZP.62,Profissional,Redes dos ministérios,,,,,21033.2077535511,-292061.630489166
141533,,,520883,Jardim de Infância da Nossa Senhora do Carmo,N,Largo Do Carmo - Edifício Igreja,FARO,Faro,Faro,Algarve,QZP.62,Pré-escolar,IPSS ou equiparada,289820169,,nossasenhoradocarmodefaro@gmail.com,289820169,17633.7125699403,-293907.539146458
141534,145087,"Agrupamento de Escolas D. Afonso III, Faro",807595,"Escola Básica Gastão Cruz, Faro",N,Estrada da Senhora da Saúde,FARO,Faro,Faro,Algarve,QZP.62,Pré-escolar;1º Ciclo,Redes dos ministérios,,,,,17190.8203770543,-293137.835787163
141535,161597,Agrupamento de Escolas de Gouveia,622035,"Jardim de Infância de Nespereira, Gouveia",N,Nespereira,GOUVEIA,Gouveia,Guarda,Centro,QZP.32,Pré-escolar,Redes dos ministérios,,,ji.nespereira@escolas.min-edu.pt,238451622,44520.7687713024,94133.9699705046
141536,161597,Agrupamento de Escolas de Gouveia,615146,Jardim de Infância de Gouveia,N,R. Fernão Lopes,GOUVEIA,Gouveia,Guarda,Centro,QZP.32,Pré-escolar,Redes dos ministérios,,,ji.gouveiasaopedro@escolas.min-edu.pt,238491461,46080.7325703517,92049.8109327824
141537,161597,Agrupamento de Escolas de Gouveia,613642,"Jardim de Infância de Folgosinho, Gouveia",N,R. das Escolas,FOLGOSINHO,Gouveia,Guarda,Centro,QZP.32,Pré-escolar,Redes dos ministérios,,,ji.folgosinho@escolas.min-edu.pt,238745864,52342.5297004315,93557.2154773381
141538,161597,Agrupamento de Escolas de Gouveia,401870,Escola Secundária de Gouveia,S,R. Vergílio Ferreira,GOUVEIA,Gouveia,Guarda,Centro,QZP.32,3º Ciclo;Secundário;Profissional,Redes dos ministérios,238494200,http://www.esgouveia.pt,direcao@aegouveia.edu.gov.pt;servicos@aegouveia.edu.gov.pt,238491018,45576.1585532155,91419.6253657924
141539,161597,Agrupamento de Escolas de Gouveia,344771,"Escola Básica de Vila Nova de Tazem, Gouveia",N,"Rua Dona Aurélia Moura, Apartado 8",VILA NOVA DE TAZEM,Gouveia,Guarda,Centro,QZP.32,Pré-escolar;1º Ciclo;2º Ciclo;3º Ciclo,Redes dos ministérios,238481111,,eb23.vnovatazem@escolas.min-edu.pt,238486474,36237.1167989365,92577.0959438471
141540,161597,Agrupamento de Escolas de Gouveia,271767,"Escola Básica de São Paio, Gouveia",N,Avenida Cidade de Gouveia,GOUVEIA,Gouveia,Guarda,Centro,QZP.32,Pré-escolar;1º Ciclo,Redes dos ministérios,,,eb1.spaio@escolas.min-edu.pt,238491584,46517.9207722982,94000.3247043175
141541,161597,Agrupamento de Escolas de Gouveia,262882,"Escola Básica de Paços da Serra, Gouveia",N,Avenida das Escolas,PAÇOS DA SERRA,Gouveia,Guarda,Centro,QZP.32,Pré-escolar;1º Ciclo,Redes dos ministérios,,,eb1.pacosserra@escolas.min-edu.pt,238496058,41203.5144980867,88200.7507327653
141542,161597,Agrupamento de Escolas de Gouveia,233225,"Escola Básica de Moimenta da Serra, Gouveia",N,Av. Nª Sra. do Porto,MOIMENTA DA SERRA,Gouveia,Guarda,Centro,QZP.32,Pré-escolar;1º Ciclo,Redes dos ministérios,,,eb1.moimentaserra@escolas.min-edu.pt,238496045,42785.1430565832,89610.1571691359
141543,161597,Agrupamento de Escolas de Gouveia,232580,"Escola Básica de Melo, Gouveia",N,Av. Virgílio Ferreira,MELO,Gouveia,Guarda,Centro,QZP.32,Pré-escolar;1º Ciclo,Redes dos ministérios,,,eb1.melo@escolas.min-edu.pt,238745860,50796.5633022478,94698.8122468903
141544,161597,Agrupamento de Escolas de Gouveia,310505,Escola Básica de Gouveia,N,Rua Mário Gomes Figueira Quinta das Amarantes,GOUVEIA,Gouveia,Guarda,Centro,QZP.32,1º Ciclo;2º Ciclo;3º Ciclo,Redes dos ministérios,,,,,44895.4929596277,91573.1987564692
